Task,Question,Token_Step,Token_Rank,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),N_runs
gpt-4o,question_004,14,2,2.9356554312963414e-08,1.475381053847555e-08,8.294436888529809e-09,4.131654874693126e-08,30
gpt-4o,question_004,14,3,2.631504521291054e-08,2.1026593132928576e-08,9.86106290037186e-09,4.8396484749187117e-08,30
gpt-4o,question_004,14,4,2.1815938727736594e-08,2.6365224959276364e-08,2.5539381568819017e-08,1.197432616404566e-07,30
gpt-4o,question_004,14,5,8.953243214184171e-09,1.1038168008816107e-08,6.9180718224288816e-09,3.6073852748873246e-08,30
gpt-4o,question_004,14,6,7.539386683091652e-09,7.092448602233994e-09,2.4197401779134333e-09,1.1211771504521462e-08,30
gpt-4o,question_004,14,7,6.65348539521593e-09,8.441680580019543e-09,2.8370102225154803e-09,1.1068549807996312e-08,30
gpt-4o,question_004,14,8,5.871680252669901e-09,6.400154009401556e-09,5.181744895658293e-09,2.666329922517013e-08,30
gpt-4o,question_004,14,9,4.501973413345846e-09,3.0793504385463657e-09,1.8320454674211476e-09,7.416359500771304e-09,30
gpt-4o,question_004,14,10,1.0203450321865548e-09,1.95071808213298e-09,1.1553680518634645e-09,5.7839235900774825e-09,30
gpt-4o,question_004,15,1,0.9999998063873693,0.9999998063873691,2.220446049250313e-16,0.0,30
gpt-4o,question_004,15,2,1.538173465229056e-07,1.4398916918131472e-07,1.78249152371857e-08,6.252281859119044e-08,30
gpt-4o,question_004,15,3,7.082598335698262e-09,7.0265463533396226e-09,7.404170682728933e-10,2.9803771166839363e-09,30
gpt-4o,question_004,15,4,9.585254518128858e-10,7.010595940415205e-10,1.7967912961130987e-10,6.848430365142389e-10,30
gpt-4o,question_004,15,5,8.86491126546674e-10,7.680788657708666e-10,1.9426641751202354e-10,8.562762923041848e-10,30
gpt-4o,question_004,15,6,5.547519716492686e-10,7.111472428184529e-10,1.03795187558245e-10,4.17354922115152e-10,30
gpt-4o,question_004,15,7,8.507397021943229e-11,6.265358944844318e-11,1.2581357616019724e-11,4.860464536683884e-11,30
gpt-4o,question_004,15,8,6.835885550466474e-11,5.923348932359248e-11,9.130876854011709e-12,3.52290281357809e-11,30
gpt-4o,question_004,15,9,4.5536814829435366e-11,3.829845698750184e-11,4.159786162851076e-12,1.472506466944006e-11,30
gpt-4o,question_004,15,10,4.146174172644489e-11,5.4136663962321154e-11,1.0094229476764569e-11,3.452106381039135e-11,30
gpt-4o,question_004,16,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_004,16,2,8.340358565590937e-13,1.5266329232861739e-12,8.683667703338063e-13,2.625692137009712e-12,30
gpt-4o,question_004,16,3,6.101936677605324e-13,1.746533835397932e-12,1.0217155547923608e-12,3.4730942175344612e-12,30
gpt-4o,question_004,16,4,4.827029214271343e-13,6.820855573941243e-13,4.0400523586283957e-13,1.3947661574117444e-12,30
gpt-4o,question_004,16,5,3.75929413198307e-13,5.892180864736263e-13,2.488995833858577e-13,7.66238358348898e-13,30
gpt-4o,question_004,16,6,2.427182716723891e-13,4.0250375762309245e-13,2.8658188218532554e-13,1.3919523937679145e-12,30
gpt-4o,question_004,16,7,1.591785287908989e-13,1.8309656003160801e-13,9.340087264562017e-14,3.2380008451785187e-13,30
gpt-4o,question_004,16,8,1.146519932771435e-13,8.061229560478205e-14,4.244458939620462e-14,1.6681766588710754e-13,30
gpt-4o,question_004,16,9,1.0277338255280365e-13,2.667827022322788e-13,2.4459904146061846e-13,1.0002881942771826e-12,30
gpt-4o,question_004,16,10,1.01180028942229e-13,1.9664373475400358e-13,1.3936332633062483e-13,4.525501898232512e-13,30
gpt-4o,question_004,17,1,0.9999998063873693,0.9999997745997303,5.271383568536931e-08,1.1920364606510248e-07,30
gpt-4o,question_004,17,2,1.1793585051615319e-07,1.4256776506531326e-07,1.7977728252986976e-08,8.571176751371243e-08,30
gpt-4o,question_004,17,3,5.152235735927438e-08,5.426278662972952e-08,6.51699137076896e-09,2.7036538075409997e-08,30
gpt-4o,question_004,17,4,1.1562023948166155e-09,1.220699436885725e-09,1.4561459141284325e-10,5.555585377912669e-10,30
gpt-4o,question_004,17,5,5.461513395104304e-10,5.666938641075378e-10,8.837644014347387e-11,3.262147728603344e-10,30
gpt-4o,question_004,17,6,1.917171513758312e-10,2.6325127009705963e-10,6.744876641967833e-11,2.5302629521456123e-10,30
gpt-4o,question_004,17,7,8.507397021943229e-11,9.138499041266882e-11,1.9116525536166752e-11,7.802181805460944e-11,30
gpt-4o,question_004,17,8,4.018609804054498e-11,4.5159553109178544e-11,1.0560224904078029e-11,4.7827240212789926e-11,30
gpt-4o,question_004,17,9,1.0900772038298744e-11,1.2953105665163006e-11,2.9893169666168604e-12,1.0798223149402255e-11,30
gpt-4o,question_004,17,10,6.358364027791943e-12,6.823719046014713e-12,1.540841545064524e-12,6.078859979874329e-12,30
gpt-4o,question_004,18,1,0.9997802757292582,0.9997860878004675,3.275273638698941e-05,0.00015966401360967275,30
gpt-4o,question_004,18,2,0.00013134024062937369,0.000119509990899388,2.7863387096576663e-05,0.00012041243010583654,30
gpt-4o,question_004,18,3,5.91996845229478e-05,6.573160872896818e-05,9.582836283010864e-06,3.7379460274872756e-05,30
gpt-4o,question_004,18,4,1.4282588569699446e-05,1.2030303604178671e-05,3.840895492470348e-06,1.5860549224299866e-05,30
gpt-4o,question_004,18,5,4.784067915213714e-06,5.700693143502216e-06,1.4080678029435045e-06,4.846535045132637e-06,30
gpt-4o,question_004,18,6,4.709897816919794e-06,5.457107670161708e-06,1.4575317476713535e-06,5.66417254031434e-06,30
gpt-4o,question_004,18,7,3.0409385851202106e-06,3.082032268197541e-06,3.4650348133265897e-07,1.644643964196845e-06,30
gpt-4o,question_004,18,8,6.08225980797331e-07,5.502299999750027e-07,1.106552467161663e-07,4.3973114544314133e-07,30
gpt-4o,question_004,18,9,3.10651433759902e-07,3.4202552654074776e-07,3.756093718903165e-08,1.5820595120420346e-07,30
gpt-4o,question_004,18,10,2.615947346389775e-07,2.5811197777993904e-07,5.935795299639644e-08,2.5169921801278234e-07,30
gpt-4o,question_004,19,1,0.8691378817557572,0.8476215500020722,0.01923331222764995,0.0695418603969814,30
gpt-4o,question_004,19,2,0.11400607484951554,0.13138884583750385,0.01774689700827163,0.06417412053908796,30
gpt-4o,question_004,19,3,0.0095055585224908,0.012203974386382915,0.0015357018988273578,0.0063396389860412294,30
gpt-4o,question_004,19,4,0.004560816822054466,0.005401703371906301,0.0007168258130618524,0.0025886824616522947,30
gpt-4o,question_004,19,5,0.0015761761178995283,0.001945760652937324,0.00024219847020018676,0.00093578707996916,30
gpt-4o,question_004,19,6,0.0006994239125319546,0.0008257176637142708,0.00010457734260583666,0.0004810628613212452,30
gpt-4o,question_004,19,7,0.00029615485933561083,0.0003188116643866492,3.9122777123515694e-05,0.00017179574566385461,30
gpt-4o,question_004,19,8,0.00011597590928350114,0.00015716438126099681,2.2891874007714863e-05,9.040984614356589e-05,30
gpt-4o,question_004,19,9,7.970899904858472e-05,0.00011065953488437109,1.6825193386060006e-05,7.777261090000013e-05,30
gpt-4o,question_004,19,10,6.146498013589288e-06,5.290839164192951e-06,1.1808598458940728e-06,4.8211209018002155e-06,30
gpt-4o,question_004,20,1,0.5559374491717967,0.5628490092490265,0.008111362357698961,0.03371865444197253,30
gpt-4o,question_004,20,2,0.19212682999335293,0.1974977556207295,0.007539698264002346,0.028268621888965922,30
gpt-4o,question_004,20,3,0.129999515929263,0.12411243801438789,0.004934032748516354,0.01992936548947216,30
gpt-4o,question_004,20,4,0.09812878286280852,0.09399734939727938,0.004181418983069737,0.017828531802887654,30
gpt-4o,question_004,20,5,0.005801727551023881,0.005888941178852474,0.0004708003286312208,0.001988897978239648,30
gpt-4o,question_004,20,6,0.003925645227231757,0.0034966682513546342,0.00017269566318581478,0.000696672974954462,30
gpt-4o,question_004,20,7,0.003687802406432888,0.00350710020457322,0.00028332532653124417,0.0013888938024014408,30
gpt-4o,question_004,20,8,0.002917291819438821,0.002207949534688429,0.0003416152149353126,0.001396441450168865,30
gpt-4o,question_004,20,9,0.0025345870562408714,0.0022806947278609705,0.00014680159499960886,0.0007629054413917759,30
gpt-4o,question_004,20,10,0.0021679471952095047,0.0018172681065866988,0.00014223904397903868,0.0005647321867981137,30
gpt-4o,question_004,21,1,0.9927472111669033,0.9926085666154296,0.0007277010128574129,0.0031253661775624275,30
gpt-4o,question_004,21,2,0.007232616625413997,0.007366575904628252,0.000725990434873907,0.0031169767848019036,30
gpt-4o,question_004,21,3,6.804649727109371e-06,9.255713484379495e-06,1.934373548103304e-06,9.046526697672412e-06,30
gpt-4o,question_004,21,4,4.713443108648518e-06,5.323671600193398e-06,5.135556025495596e-07,1.9882689575896137e-06,30
gpt-4o,question_004,21,5,4.127228688097038e-06,5.240511978450117e-06,7.760058416508235e-07,2.29070002062743e-06,30
gpt-4o,question_004,21,6,1.7890212129795924e-06,1.7211543596084444e-06,3.161687573877931e-07,1.3249375007625572e-06,30
gpt-4o,question_004,21,7,6.897291200604965e-07,8.073443809632473e-07,1.8201081236823713e-07,7.057311240847937e-07,30
gpt-4o,question_004,21,8,6.182691873697891e-07,8.639159243223533e-07,3.2934136070078585e-07,1.102977933170529e-06,30
gpt-4o,question_004,21,9,3.7499921809539193e-07,3.292720276747204e-07,1.7164271082546664e-08,8.569639158994073e-08,30
gpt-4o,question_004,21,10,1.9454703147344166e-07,1.441502039130086e-07,3.1551855416191214e-08,1.2261142854976827e-07,30
gpt-4o,question_004,22,1,0.5836463317877418,0.554358593932963,0.020685289886592444,0.07840846568431947,30
gpt-4o,question_004,22,2,0.33255167539148495,0.3689599607578554,0.025201661232696487,0.08555587723755015,30
gpt-4o,question_004,22,3,0.07898794633055242,0.0724312770947389,0.008134993953867986,0.026132793591802872,30
gpt-4o,question_004,22,4,0.002832529204338509,0.0025142641699301468,0.00026663716644450587,0.0012106056628433852,30
gpt-4o,question_004,22,5,0.0011444452528958237,0.0010364212600131152,0.00010591459875990161,0.000456018735889523,30
gpt-4o,question_004,22,6,0.000641975604210017,0.0005245134466957661,7.495827761310611e-05,0.00027486774789767834,30
gpt-4o,question_004,22,7,0.0001432441876829012,0.0001333387056560501,1.4453969960498431e-05,6.769570857258034e-05,30
gpt-4o,question_004,22,8,9.747889305940273e-06,7.910939531787136e-06,1.9648682424626712e-06,5.961492359054068e-06,30
gpt-4o,question_004,22,9,8.669952222707642e-06,7.425038845134752e-06,1.1665805845859357e-06,4.252316494065972e-06,30
gpt-4o,question_004,22,10,6.052602108365159e-06,4.6003643813311445e-06,9.909298545803368e-07,3.579812773450107e-06,30
gpt-4o,question_004,23,1,0.7679226408755669,0.7556399844818364,0.016006775078934773,0.06560540650714519,30
gpt-4o,question_004,23,2,0.13554640576422217,0.14645302709899838,0.015159125530620453,0.06575736909481757,30
gpt-4o,question_004,23,3,0.03321707528937314,0.03381477307165736,0.0049243399901730016,0.026054204353455176,30
gpt-4o,question_004,23,4,0.01777981917061272,0.01736598138093463,0.001967918473391437,0.007820842823954661,30
gpt-4o,question_004,23,5,0.015447374593059069,0.015871309274074173,0.0030940091651913654,0.012619904504652998,30
gpt-4o,question_004,23,6,0.013420911626181828,0.013824455287748715,0.0012007105911754786,0.005032110787686414,30
gpt-4o,question_004,23,7,0.004029688427330636,0.00399684076880777,0.00024888992406244426,0.0012015500556405057,30
gpt-4o,question_004,23,8,0.0033933378708950364,0.003870731513845565,0.0007001978456402892,0.002478138242959332,30
gpt-4o,question_004,23,9,0.0023689316185597636,0.002527456414964151,0.0003216269960357293,0.001457487283049901,30
gpt-4o,question_004,23,10,0.002225405307386912,0.0020912388075072703,0.0003363756988836352,0.001998356065126516,30
gpt-4o,question_004,24,1,0.9998846623001062,0.9998779954225616,1.3846002388098982e-05,7.377149859089105e-05,30
gpt-4o,question_004,24,2,6.814550260479075e-05,7.189044483334005e-05,6.613546668790149e-06,3.284842879196821e-05,30
gpt-4o,question_004,24,3,4.399804333947123e-05,4.7066954393964486e-05,9.106039837552137e-06,4.154171536027935e-05,30
gpt-4o,question_004,24,4,1.732854698614209e-06,1.796382802258412e-06,2.6904915596035266e-07,1.2143251401849163e-06,30
gpt-4o,question_004,24,5,1.0186927252428573e-06,7.818302673940801e-07,2.0823789427325812e-07,8.077115797038059e-07,30
gpt-4o,question_004,24,6,9.776106564896826e-08,1.1049899227984833e-07,2.732489780164798e-08,1.0931114567964577e-07,30
gpt-4o,question_004,24,7,7.152352353126386e-08,6.216478432166521e-08,1.3667195795983173e-08,6.527198927253235e-08,30
gpt-4o,question_004,24,8,5.747076570715123e-08,8.111948852538172e-08,2.5001637332469605e-08,1.0590766859457135e-07,30
gpt-4o,question_004,24,9,5.6579764070663e-08,7.982607210438207e-08,2.6562503229262492e-08,9.163603186131655e-08,30
gpt-4o,question_004,24,10,1.4992144981322403e-08,1.603857534879519e-08,2.4625054067505215e-09,1.1538551823224763e-08,30
gpt-4o,question_004,25,1,0.9999963494877431,0.9999970925216846,6.214470693792889e-07,2.503269349141135e-06,30
gpt-4o,question_004,25,2,3.1381446304773623e-06,2.3709965926682338e-06,5.452913469055315e-07,2.232925850076668e-06,30
gpt-4o,question_004,25,3,4.965265827078817e-07,4.7006821019261777e-07,1.1055540167405521e-07,4.117229265186057e-07,30
gpt-4o,question_004,25,4,2.5109895770606383e-08,2.2585092295164393e-08,5.977354267562973e-09,2.839914857078412e-08,30
gpt-4o,question_004,25,5,2.286282027230981e-08,2.1976050464197696e-08,7.42758836748685e-09,3.1845310844960964e-08,30
gpt-4o,question_004,25,6,4.94443164039281e-09,3.700986172322816e-09,8.792013841626313e-10,3.57358053757933e-09,30
gpt-4o,question_004,25,7,4.229196499800964e-09,4.096597398067283e-09,9.16647751507737e-10,3.862554791345361e-09,30
gpt-4o,question_004,25,8,3.5613405118116927e-09,2.853157353285506e-09,9.099753706500366e-10,3.3392066469338146e-09,30
gpt-4o,question_004,25,9,3.398254856156838e-09,3.6847392157271453e-09,1.059589724807118e-09,4.644059467974279e-09,30
gpt-4o,question_004,25,10,2.952454984047383e-09,2.261200149059576e-09,4.38779961187833e-10,1.5823433000725288e-09,30
gpt-4o,question_004,26,1,0.8970038680563439,0.9028219300123648,0.01549106333400854,0.0539181693623878,30
gpt-4o,question_004,26,2,0.09454351916617235,0.08724974528933321,0.016013215494821917,0.05791794537864653,30
gpt-4o,question_004,26,3,0.0052510877665461475,0.005361540987564448,0.001186847259311943,0.005431860527857397,30
gpt-4o,question_004,26,4,0.0029455932760071952,0.0043089322054520734,0.0015332115998578533,0.006582859562090777,30
gpt-4o,question_004,26,5,0.00016360263456742855,0.0001412302064641174,2.6799399382980198e-05,9.27211889534351e-05,30
gpt-4o,question_004,26,6,5.39504227564313e-05,7.967555927062379e-05,4.6077381806305043e-05,0.00020806794708051767,30
gpt-4o,question_004,26,7,1.3221119693215147e-05,1.2748179505794461e-05,3.655845778698161e-06,1.817620063170391e-05,30
gpt-4o,question_004,26,8,1.045876651567827e-05,9.266832692747551e-06,2.7986388830809305e-06,1.1927451331404639e-05,30
gpt-4o,question_004,26,9,4.127834881538161e-06,3.977683759985194e-06,6.632948019206988e-07,2.470439874873055e-06,30
gpt-4o,question_004,26,10,3.0436745765145923e-06,3.0880896072677744e-06,1.0435001640503282e-06,4.5161124869811865e-06,30
gpt-4o,question_004,27,1,0.9932182020478121,0.9921659112189144,0.0025900837785132053,0.00909945903476006,30
gpt-4o,question_004,27,2,0.004059055600727847,0.00509337816869944,0.0017577268160612624,0.007348827689700822,30
gpt-4o,question_004,27,3,0.001887636157375875,0.0019457993032138785,0.0007192367081763015,0.0026805466286413736,30
gpt-4o,question_004,27,4,0.00037169759792489123,0.00036376708843156657,0.00022185923181123154,0.0008025941222811623,30
gpt-4o,question_004,27,5,0.00024376535230665066,0.00019867011687308553,0.00010059525492583884,0.0003574644259447063,30
gpt-4o,question_004,27,6,4.6523431630926e-05,5.045721868465931e-05,1.246775696919623e-05,4.819292043416806e-05,30
gpt-4o,question_004,27,7,2.7349714545402307e-05,3.791459703792405e-05,1.4596465685060841e-05,6.1002900805260736e-05,30
gpt-4o,question_004,27,8,1.2136362261007657e-05,1.0173950190471792e-05,3.7655888959277036e-06,1.3102300216112227e-05,30
gpt-4o,question_004,27,9,1.194820540416894e-05,1.4262708388646385e-05,6.169024012723511e-06,2.606835863163449e-05,30
gpt-4o,question_004,27,10,1.0544254260623614e-05,1.2041626000771477e-05,4.45086048369932e-06,1.608015049939212e-05,30
gpt-4o,question_004,28,1,1.0,0.9999999870924913,4.829547532349169e-08,1.9361263070560852e-07,30
gpt-4o,question_004,28,2,2.3960121326539115e-08,3.307566088651311e-08,1.2934430709460344e-08,6.091512835406184e-08,30
gpt-4o,question_004,28,3,1.1382771381540786e-09,1.70827807450333e-09,7.669717893042054e-10,2.5632568869368676e-09,30
gpt-4o,question_004,28,4,6.48570763104062e-10,1.0795769440194682e-09,6.249385761202615e-10,2.2894541723470947e-09,30
gpt-4o,question_004,28,5,5.634880440366908e-10,7.683854121622239e-10,3.5910101544509074e-10,1.579244020753713e-09,30
gpt-4o,question_004,28,6,5.461513395104304e-10,9.610066689064284e-10,4.001318277719088e-10,1.3351176540370321e-09,30
gpt-4o,question_004,28,7,3.1608814543136926e-10,5.170037944218264e-10,1.1796412780772621e-10,5.704029811153048e-10,30
gpt-4o,question_004,28,8,1.3594781731988848e-10,1.2221274366097343e-10,2.7120461558561774e-11,1.359658020429604e-10,30
gpt-4o,question_004,28,9,1.2972231351059908e-10,1.479112611787906e-10,2.494339919406306e-11,1.1475320596164238e-10,30
gpt-4o,question_004,28,10,1.2871280645783554e-10,1.4733092820157607e-10,3.7853179154039535e-11,1.9049938805363126e-10,30
gpt-4o,question_004,29,1,0.9999993295729128,0.9999990752719817,2.3182631611929737e-07,8.344248262348586e-07,30
gpt-4o,question_004,29,2,4.812514426308983e-07,6.408697378887555e-07,1.798363087949166e-07,6.971121089249487e-07,30
gpt-4o,question_004,29,3,1.562394682698864e-07,1.7194415579750135e-07,6.375033186105725e-08,2.899432509136489e-07,30
gpt-4o,question_004,29,4,1.7257827987960214e-08,1.6531684104347184e-08,4.000254212347767e-09,1.6411131460198975e-08,30
gpt-4o,question_004,29,5,1.6990270164599047e-08,1.1081647790547868e-08,5.364683494757052e-09,1.732700534177092e-08,30
gpt-4o,question_004,29,6,6.250371093504527e-09,6.883101548896553e-09,2.046960493889691e-09,8.603020711088575e-09,30
gpt-4o,question_004,29,7,2.646573638909117e-09,2.1009996729627195e-09,7.160853383054726e-10,2.693520124277969e-09,30
gpt-4o,question_004,29,8,1.5558403799997218e-09,1.362015684030378e-09,4.165106937583412e-10,1.5559240279790527e-09,30
gpt-4o,question_004,29,9,6.903999835404016e-10,5.753115427843873e-10,1.993207427345503e-10,8.146625531165572e-10,30
gpt-4o,question_004,29,10,4.1874875748235104e-10,4.4601824917877414e-10,1.4692619296909185e-10,5.784505765737927e-10,30
gpt-4o,question_004,30,1,0.9969792076717086,0.9973449852931203,0.0003292237500797192,0.0013831477711180318,30
gpt-4o,question_004,30,2,0.0029809133510937196,0.002624499806105376,0.0003261344734013261,0.0013673366269128591,30
gpt-4o,question_004,30,3,3.5805821897945536e-05,2.6823455663493517e-05,4.254970941457773e-06,1.7498890072350277e-05,30
gpt-4o,question_004,30,4,3.833336232605328e-06,3.470747407172094e-06,5.65416667141407e-07,2.5986562270965502e-06,30
gpt-4o,question_004,30,5,1.1943123686342625e-07,1.1522664173314161e-07,2.0357124707377154e-08,6.999055942668964e-08,30
gpt-4o,question_004,30,6,4.127433102883038e-08,3.084813696148862e-08,7.761810264595081e-09,2.763357509606901e-08,30
gpt-4o,question_004,30,7,1.7891098202306166e-08,1.4781927200868817e-08,1.638460291742727e-09,6.918145619750831e-09,30
gpt-4o,question_004,30,8,1.2011515108094114e-08,1.1941905703133014e-08,1.6801900153611555e-09,7.14430088664388e-09,30
gpt-4o,question_004,30,9,1.0435785174440778e-08,9.56754814988007e-09,9.071151165985925e-10,3.88599948335157e-09,30
gpt-4o,question_004,30,10,9.501890530464476e-09,9.413943259231815e-09,1.7266975055530472e-09,8.850773625234139e-09,30
gpt-4o,question_004,31,1,0.9999995679801056,0.9999992262632386,4.499658147483041e-07,2.3840697102039954e-06,30
gpt-4o,question_004,31,2,2.1355423680119392e-07,4.971143578786682e-07,3.382673714292781e-07,1.8193045777955286e-06,30
gpt-4o,question_004,31,3,1.1079047854889171e-07,1.8130084055089458e-07,1.1173194771390138e-07,6.020825252407718e-07,30
gpt-4o,question_004,31,4,2.906692500344293e-09,5.099135730536689e-09,2.010930869506923e-09,7.0006068643271625e-09,30
gpt-4o,question_004,31,5,2.1940866100643185e-09,2.748514787261074e-09,1.5538559163789206e-09,6.309937721756329e-09,30
gpt-4o,question_004,31,6,1.6561834634703606e-09,3.803838751262859e-09,2.341207305109628e-09,1.1295291796250233e-08,30
gpt-4o,question_004,31,7,1.5079722038360346e-09,1.2510706787279714e-09,4.544972890656079e-10,2.2833076376615413e-09,30
gpt-4o,question_004,31,8,1.4845932617797694e-09,2.061473541207794e-09,1.0670845963422504e-09,3.832814804216568e-09,30
gpt-4o,question_004,31,9,1.310148955118608e-09,1.6204222596474573e-09,5.339586497663753e-10,2.0070467256902026e-09,30
gpt-4o,question_004,31,10,1.1206297868374033e-09,2.8013005096313254e-09,2.0599123207678562e-09,1.100188086615669e-08,30
gpt-4o,question_004,32,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_004,32,2,1.4389171289965917e-09,1.6410353944143355e-09,6.795341843757325e-10,3.7317765753586865e-09,30
gpt-4o,question_004,32,3,1.4389171289965917e-09,1.1884232438598337e-09,2.93967871817808e-10,1.3580392694558006e-09,30
gpt-4o,question_004,32,4,1.103256032343554e-09,1.0986121900963275e-09,3.98678309400851e-10,2.323944362245548e-09,30
gpt-4o,question_004,32,5,1.0861516329469524e-09,1.414680335545151e-09,6.532510205458544e-10,3.228383530156484e-09,30
gpt-4o,question_004,32,6,9.146313756209837e-10,7.719054032023244e-10,2.3679255191331844e-10,1.1321464549028924e-09,30
gpt-4o,question_004,32,7,7.349269569157389e-10,5.365577656674596e-10,2.054522072190206e-10,8.53475344587859e-10,30
gpt-4o,question_004,32,8,6.587842664792692e-10,6.790979659117167e-10,2.5031383017123987e-10,1.0501241318810107e-09,30
gpt-4o,question_004,32,9,6.188705455066193e-10,6.414422413847131e-10,5.825875588583547e-10,3.4204196515022534e-09,30
gpt-4o,question_004,32,10,5.211412487888539e-10,5.37929782791465e-10,1.3378339421220335e-10,6.46467370342598e-10,30
gpt-4o,question_004,33,1,0.999997779927489,0.9999985229625975,7.636984335836353e-07,2.9800857666018032e-06,30
gpt-4o,question_004,33,2,2.0904589822862317e-06,1.4057039352546864e-06,7.705972529899565e-07,2.9992788716999977e-06,30
gpt-4o,question_004,33,3,2.672939589404358e-08,8.843949441445481e-09,6.017389144737887e-09,2.524480263226381e-08,30
gpt-4o,question_004,33,4,4.972755050271725e-10,3.7277111091063867e-10,2.3918301235407006e-10,8.595976011566102e-10,30
gpt-4o,question_004,33,5,4.972755050271725e-10,2.621061331722865e-10,2.0764554761265923e-10,6.762917561590951e-10,30
gpt-4o,question_004,33,6,3.364734375685519e-10,3.5103981429673033e-10,2.535623931951091e-10,1.0866309452639256e-09,30
gpt-4o,question_004,33,7,2.0091746635411156e-10,1.548669831388379e-10,1.0460122247921316e-10,4.1191400879595513e-10,30
gpt-4o,question_004,33,8,1.7730904173264813e-10,9.975144469489378e-11,7.147271745841938e-11,2.3184043112416048e-10,30
gpt-4o,question_004,33,9,1.7456011983463533e-10,1.3955083681981417e-10,8.377112731204042e-11,3.514098557890059e-10,30
gpt-4o,question_004,33,10,1.0587606464281772e-10,1.0544269955471188e-10,8.819708683689323e-11,3.09186209158675e-10,30
gpt-4o,question_004,34,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_004,34,2,2.4720697221535385e-08,8.824280733791294e-09,4.979507889547116e-09,2.074771962873948e-08,30
gpt-4o,question_004,34,3,1.4615767766244206e-09,1.312517180005794e-09,3.366354367541465e-10,1.9099964412206395e-09,30
gpt-4o,question_004,34,4,9.146313756209837e-10,1.734450807941501e-09,5.833256584848092e-10,1.925548307681891e-09,30
gpt-4o,question_004,34,5,8.727473555221112e-10,3.2240561509807295e-09,1.6693841858503392e-09,4.7400165297263815e-09,30
gpt-4o,question_004,34,6,8.592166619174109e-10,1.0334638215737359e-09,3.5878546172972255e-10,1.862357041714763e-09,30
gpt-4o,question_004,34,7,6.903999835404016e-10,7.471375879455901e-10,2.7210080336105255e-10,1.1557803227578926e-09,30
gpt-4o,question_004,34,8,6.587842664792692e-10,3.321868921322308e-09,1.905887317604268e-09,6.6703416759564454e-09,30
gpt-4o,question_004,34,9,3.995728557559744e-10,5.187220592092671e-10,1.597395239929947e-10,8.645589846054118e-10,30
gpt-4o,question_004,34,10,3.8727929139331277e-10,2.74503981531295e-10,2.258975352591481e-10,6.79696323904118e-10,30
gpt-4o,question_004,35,1,0.999999091165777,0.9999992421569607,1.106875781458674e-07,4.7681432846502503e-07,30
gpt-4o,question_004,35,2,8.186362805123662e-07,6.758292950223638e-07,1.1689533570035298e-07,5.24126083932022e-07,30
gpt-4o,question_004,35,3,3.9729775927959076e-09,2.9091831873547236e-09,6.361483220367912e-10,2.2514872733698545e-09,30
gpt-4o,question_004,35,4,1.8476061661389774e-09,1.8102370618153333e-09,2.970036275098104e-10,1.2325180015126695e-09,30
gpt-4o,question_004,35,5,1.3730243162657943e-09,1.1041035388949558e-09,3.4450545381543e-10,1.6992904173062785e-09,30
gpt-4o,question_004,35,6,7.582560427911907e-10,4.879608248146882e-10,1.8182504015194914e-10,7.750763782586885e-10,30
gpt-4o,question_004,35,7,3.0636313557607507e-10,2.561044590454099e-10,5.760779133050884e-11,2.5725044968925746e-10,30
gpt-4o,question_004,35,8,1.8293778382344208e-10,1.8048081586233643e-10,3.945301802413673e-11,1.911723013632182e-10,30
gpt-4o,question_004,35,9,1.447156982389987e-10,1.1371785218970043e-10,2.549584624259069e-11,1.1034325096189784e-10,30
gpt-4o,question_004,35,10,1.1811351055358963e-10,7.899004738729295e-11,1.7785400340872443e-11,8.167673780969682e-11,30
gpt-4o,question_004,36,1,0.9999995679801056,0.9999997348651846,7.907074752942672e-08,2.3840726370849552e-07,30
gpt-4o,question_004,36,2,2.2732730175330334e-07,1.241921815503328e-07,4.7505590200316764e-08,1.8461376726516866e-07,30
gpt-4o,question_004,36,3,4.546832078341627e-08,3.0950461361315126e-08,1.0191461883148112e-08,3.597042833779987e-08,30
gpt-4o,question_004,36,4,1.8370862266141198e-08,1.928396924285587e-08,5.599735692186035e-09,2.2008035018215082e-08,30
gpt-4o,question_004,36,5,1.1677230527891051e-08,7.0974765271783304e-09,2.749784332984792e-09,1.2567315918912708e-08,30
gpt-4o,question_004,36,6,8.28039636107427e-09,7.3048037925554e-09,3.0151536831971285e-09,1.0414772735047632e-08,30
gpt-4o,question_004,36,7,8.28039636107427e-09,6.767655609257126e-09,1.520169953826346e-09,6.294611775316237e-09,30
gpt-4o,question_004,36,8,6.058067391634836e-09,5.429424438160779e-09,1.8228319751917316e-09,6.7852376465956155e-09,30
gpt-4o,question_004,36,9,4.867793902108199e-09,4.417209662724683e-09,1.4830992247324585e-09,5.686833959304077e-09,30
gpt-4o,question_004,36,10,4.6448813899558095e-09,3.784450164014806e-09,1.0698233060810869e-09,3.5241610316982016e-09,30
gpt-4o,question_004,37,1,0.999999448776502,0.9999997428120956,9.095652802531991e-08,3.5761086725205615e-07,30
